骰子組合,基礎點數總和,發動牌型,發動牌型總和倍率,最終傷害
44555567,41,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,9225
44555568,42,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1260
44555577,42,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,21000
44555578,43,四同(x5) + 三對子(x3),15,645
44555588,44,四同(x5) + 豪華四對子(x20),100,4400
44555666,41,三同(x3) + 三連順(x2) + 碰碰胡(x14) + 中庸之道(x5),420,17220
44555667,42,三同(x3) + 四連順(x3) + 三龍會(x10) + 中庸之道(x5),450,18900
44555668,43,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1548
44555677,43,三同(x3) + 四連順(x3) + 三對子(x3) + 中庸之道(x5),135,5805
44555678,44,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1584
44555688,45,三同(x3) + 三連順(x2) + 三對子(x3),18,810
44555777,44,三同(x3) + 碰碰胡(x14) + 中庸之道(x5),210,9240
44555778,45,三同(x3) + 三對子(x3),9,405
44555788,46,三同(x3) + 三對子(x3),9,414
44555888,47,三同(x3) + 碰碰胡(x14),42,1974
44556666,42,四同(x5) + 三連順(x2) + 豪華四對子(x20) + 中庸之道(x5),1000,42000
44556667,43,三同(x3) + 四連順(x3) + 三龍會(x10) + 中庸之道(x5),450,19350
44556668,44,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1584
44556677,44,對子(x2) + 四連順(x3) + 雙四連順(x22) + 中庸之道(x5),660,29040
44556678,45,對子(x2) + 五連順(x4) + 三龍會(x10),80,3600
44556688,46,對子(x2) + 三連順(x2) + 經典四對子(x12),48,2208
44556777,45,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),135,6075
44556778,46,對子(x2) + 五連順(x4) + 三對子(x3),24,1104
44556788,47,對子(x2) + 五連順(x4) + 三對子(x3),24,1128
44556888,48,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,864
44557777,46,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,23000
44557778,47,三同(x3) + 三對子(x3),9,423
44557788,48,對子(x2) + 經典四對子(x12),24,1152
44557888,49,三同(x3) + 三對子(x3),9,441
44558888,50,四同(x5) + 豪華四對子(x20),100,5000
44566666,43,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,15480
44566667,44,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,9900
44566668,45,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1350
44566677,45,三同(x3) + 四連順(x3) + 三對子(x3) + 中庸之道(x5),135,6075
44566678,46,三同(x3) + 五連順(x4) + 雙三連順(x6),72,3312
44566688,47,三同(x3) + 三連順(x2) + 三對子(x3),18,846
44566777,46,三同(x3) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),135,6210
44566778,47,對子(x2) + 五連順(x4) + 平胡(x10),80,3760
44566788,48,對子(x2) + 五連順(x4) + 雙三連順(x6),48,2304
44566888,49,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,882
44567777,47,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,10575
44567778,48,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1728
44567788,49,對子(x2) + 五連順(x4) + 三對子(x3),24,1176
44567888,50,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1800
44568888,51,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1530
44577777,48,五同(x12) + 三對子(x3) + 中庸之道(x5),180,8640
44577778,49,四同(x5) + 三對子(x3),15,735
44577788,50,三同(x3) + 三對子(x3),9,450
44577888,51,三同(x3) + 三對子(x3),9,459
44578888,52,四同(x5) + 三對子(x3),15,780
44588888,53,五同(x12) + 三對子(x3),36,1908
44666666,44,六同(x25) + 豪華四對子(x20) + 絕對秩序(x12),6000,264000
44666667,45,五同(x12) + 三對子(x3) + 中庸之道(x5),180,8100
44666668,46,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,19872
44666677,46,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,23000
44666678,47,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1410
44666688,48,四同(x5) + 豪華四對子(x20) + 絕對秩序(x12),1200,57600
44666777,47,三同(x3) + 碰碰胡(x14) + 中庸之道(x5),210,9870
44666778,48,三同(x3) + 三連順(x2) + 三對子(x3),18,864
44666788,49,三同(x3) + 三連順(x2) + 三對子(x3),18,882
44666888,50,三同(x3) + 碰碰胡(x14) + 絕對秩序(x12),504,25200
44667777,48,四同(x5) + 豪華四對子(x20) + 中庸之道(x5),500,24000
44667778,49,三同(x3) + 三連順(x2) + 三對子(x3),18,882
44667788,50,對子(x2) + 三連順(x2) + 經典四對子(x12),48,2400
44667888,51,三同(x3) + 三連順(x2) + 三對子(x3),18,918
44668888,52,四同(x5) + 豪華四對子(x20) + 絕對秩序(x12),1200,62400
44677777,49,五同(x12) + 三對子(x3) + 中庸之道(x5),180,8820
44677778,50,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1500
44677788,51,三同(x3) + 三連順(x2) + 三對子(x3),18,918
44677888,52,三同(x3) + 三連順(x2) + 三對子(x3),18,936
44678888,53,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1590
44688888,54,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,23328
44777777,50,六同(x25) + 豪華四對子(x20) + 中庸之道(x5),2500,125000
44777778,51,五同(x12) + 三對子(x3),36,1836
44777788,52,四同(x5) + 豪華四對子(x20),100,5200
44777888,53,三同(x3) + 碰碰胡(x14),42,2226
44778888,54,四同(x5) + 豪華四對子(x20),100,5400
44788888,55,五同(x12) + 三對子(x3),36,1980
44888888,56,六同(x25) + 豪華四對子(x20) + 絕對秩序(x12),6000,336000
45555555,39,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,163800
45555556,40,六同(x25) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),2750,110000
45555557,41,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,56375
45555558,42,六同(x25) + 雙三同(x11),275,11550
45555566,41,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,14760
45555567,42,五同(x12) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),540,22680
45555568,43,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3096
45555577,43,五同(x12) + 三對子(x3) + 中庸之道(x5),180,7740
45555578,44,五同(x12) + 南瓜(x2),24,1056
45555588,45,五同(x12) + 三對子(x3),36,1620
45555666,42,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,29400
45555667,43,四同(x5) + 四連順(x3) + 平胡(x10) + 中庸之道(x5),750,32250
45555668,44,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1320
45555677,44,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,9900
45555678,45,四同(x5) + 五連順(x4) + 順碰交響曲(x3),60,2700
45555688,46,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1380
45555777,45,四同(x5) + 白馬(x14) + 中庸之道(x5),350,15750
45555778,46,四同(x5) + 三對子(x3),15,690
45555788,47,四同(x5) + 三對子(x3),15,705
45555888,48,四同(x5) + 白馬(x14),70,3360
45556666,43,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,30100
45556667,44,三同(x3) + 四連順(x3) + 雙三同(x11) + 中庸之道(x5),495,21780
45556668,45,三同(x3) + 三連順(x2) + 雙三同(x11),66,2970
45556677,45,三同(x3) + 四連順(x3) + 三龍會(x10) + 中庸之道(x5),450,20250
45556678,46,三同(x3) + 五連順(x4) + 平胡(x10),120,5520
45556688,47,三同(x3) + 三連順(x2) + 三對子(x3),18,846
45556777,46,三同(x3) + 四連順(x3) + 雙三同(x11) + 中庸之道(x5),495,22770
45556778,47,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1692
45556788,48,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1728
45556888,49,三同(x3) + 三連順(x2) + 雙三同(x11),66,3234
45557777,47,四同(x5) + 白馬(x14) + 中庸之道(x5),350,16450
45557778,48,三同(x3) + 雙三同(x11),33,1584
45557788,49,三同(x3) + 三對子(x3),9,441
45557888,50,三同(x3) + 雙三同(x11),33,1650
45558888,51,四同(x5) + 白馬(x14),70,3570
45566666,44,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,15840
45566667,45,四同(x5) + 四連順(x3) + 平胡(x10) + 中庸之道(x5),750,33750
45566668,46,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1380
45566677,46,三同(x3) + 四連順(x3) + 三龍會(x10) + 中庸之道(x5),450,20700
45566678,47,三同(x3) + 五連順(x4) + 三龍會(x10),120,5640
45566688,48,三同(x3) + 三連順(x2) + 三對子(x3),18,864
45566777,47,三同(x3) + 四連順(x3) + 平胡(x10) + 中庸之道(x5),450,21150
45566778,48,對子(x2) + 五連順(x4) + 雙四連順(x22),176,8448
45566788,49,對子(x2) + 五連順(x4) + 平胡(x10),80,3920
45566888,50,三同(x3) + 三連順(x2) + 順碰交響曲(x3),18,900
45567777,48,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,10800
45567778,49,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1764
45567788,50,對子(x2) + 五連順(x4) + 三對子(x3),24,1200
45567888,51,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1836
45568888,52,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1560
45577777,49,五同(x12) + 三對子(x3) + 中庸之道(x5),180,8820
45577778,50,四同(x5) + 三對子(x3),15,750
45577788,51,三同(x3) + 三對子(x3),9,459
45577888,52,三同(x3) + 三對子(x3),9,468
45578888,53,四同(x5) + 三對子(x3),15,795
45588888,54,五同(x12) + 三對子(x3),36,1944
45666666,45,六同(x25) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),2750,123750
45666667,46,五同(x12) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),540,24840
45666668,47,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3384
45666677,47,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,10575
45666678,48,四同(x5) + 五連順(x4) + 平胡(x10),200,9600
45666688,49,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1470
45666777,48,三同(x3) + 四連順(x3) + 雙三同(x11) + 中庸之道(x5),495,23760
45666778,49,三同(x3) + 五連順(x4) + 三龍會(x10),120,5880
45666788,50,三同(x3) + 五連順(x4) + 雙三連順(x6),72,3600
45666888,51,三同(x3) + 三連順(x2) + 雙三同(x11),66,3366
45667777,49,四同(x5) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),225,11025
45667778,50,三同(x3) + 五連順(x4) + 平胡(x10),120,6000
45667788,51,對子(x2) + 五連順(x4) + 三龍會(x10),80,4080
45667888,52,三同(x3) + 五連順(x4) + 平胡(x10),120,6240
45668888,53,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1590
45677777,50,五同(x12) + 四連順(x3) + 順碰交響曲(x3) + 中庸之道(x5),540,27000
45677778,51,四同(x5) + 五連順(x4) + 順碰交響曲(x3),60,3060
45677788,52,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1872
45677888,53,三同(x3) + 五連順(x4) + 順碰交響曲(x3),36,1908
45678888,54,四同(x5) + 五連順(x4) + 順碰交響曲(x3),60,3240
45688888,55,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3960
45777777,51,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,70125
45777778,52,五同(x12) + 南瓜(x2),24,1248
45777788,53,四同(x5) + 三對子(x3),15,795
45777888,54,三同(x3) + 雙三同(x11),33,1782
45778888,55,四同(x5) + 三對子(x3),15,825
45788888,56,五同(x12) + 南瓜(x2),24,1344
45888888,57,六同(x25) + 雙三同(x11),275,15675
46666666,46,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,463680
46666667,47,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,64625
46666668,48,六同(x25) + 雙三同(x11) + 絕對秩序(x12),3300,158400
46666677,48,五同(x12) + 三對子(x3) + 中庸之道(x5),180,8640
46666678,49,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3528
46666688,50,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,21600
46666777,49,四同(x5) + 白馬(x14) + 中庸之道(x5),350,17150
46666778,50,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1500
46666788,51,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1530
46666888,52,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,43680
46667777,50,四同(x5) + 白馬(x14) + 中庸之道(x5),350,17500
46667778,51,三同(x3) + 三連順(x2) + 雙三同(x11),66,3366
46667788,52,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1872
46667888,53,三同(x3) + 三連順(x2) + 雙三同(x11),66,3498
46668888,54,四同(x5) + 白馬(x14) + 絕對秩序(x12),840,45360
46677777,51,五同(x12) + 三對子(x3) + 中庸之道(x5),180,9180
46677778,52,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1560
46677788,53,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1908
46677888,54,三同(x3) + 三連順(x2) + 雙三連順(x6),36,1944
46678888,55,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1650
46688888,56,五同(x12) + 三對子(x3) + 絕對秩序(x12),432,24192
46777777,52,六同(x25) + 雙三同(x11) + 中庸之道(x5),1375,71500
46777778,53,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,3816
46777788,54,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1620
46777888,55,三同(x3) + 三連順(x2) + 雙三同(x11),66,3630
46778888,56,四同(x5) + 三連順(x2) + 順碰交響曲(x3),30,1680
46788888,57,五同(x12) + 三連順(x2) + 順碰交響曲(x3),72,4104
46888888,58,六同(x25) + 雙三同(x11) + 絕對秩序(x12),3300,191400
47777777,53,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,222600
47777778,54,六同(x25) + 雙三同(x11),275,14850
47777788,55,五同(x12) + 三對子(x3),36,1980
47777888,56,四同(x5) + 白馬(x14),70,3920
47778888,57,四同(x5) + 白馬(x14),70,3990
47788888,58,五同(x12) + 三對子(x3),36,2088
47888888,59,六同(x25) + 雙三同(x11),275,16225
48888888,60,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,604800
55555555,40,比比丟八(ビビデバ)(x100) + 雙子星(x50) + 絕對秩序(x12),60000,2400000
55555556,41,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,172200
55555557,42,七同(x60) + 白馬(x14) + 絕對秩序(x12),10080,423360
55555558,43,七同(x60) + 白馬(x14),840,36120
55555566,42,六同(x25) + 豪華四對子(x20) + 中庸之道(x5),2500,105000
55555567,43,六同(x25) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),2750,118250
55555568,44,六同(x25) + 雙三同(x11),275,12100
55555577,44,六同(x25) + 豪華四對子(x20) + 絕對秩序(x12),6000,264000
55555578,45,六同(x25) + 雙三同(x11),275,12375
55555588,46,六同(x25) + 豪華四對子(x20),500,23000
55555666,43,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,103200
55555667,44,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,15840
55555668,45,五同(x12) + 三對子(x3),36,1620
55555677,45,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,16200
55555678,46,五同(x12) + 四連順(x3) + 順碰交響曲(x3),108,4968
55555688,47,五同(x12) + 三對子(x3),36,1692
55555777,46,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,264960
55555778,47,五同(x12) + 三對子(x3),36,1692
55555788,48,五同(x12) + 三對子(x3),36,1728
55555888,49,五同(x12) + 南瓜馬車(x40),480,23520
55556666,44,四同(x5) + 雙子星(x50) + 中庸之道(x5),1250,55000
55556667,45,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,31500
55556668,46,四同(x5) + 白馬(x14),70,3220
55556677,46,四同(x5) + 三連順(x2) + 豪華四對子(x20) + 中庸之道(x5),1000,46000
55556678,47,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2115
55556688,48,四同(x5) + 豪華四對子(x20),100,4800
55556777,47,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,32900
55556778,48,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2160
55556788,49,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2205
55556888,50,四同(x5) + 白馬(x14),70,3500
55557777,48,四同(x5) + 雙子星(x50) + 絕對秩序(x12),3000,144000
55557778,49,四同(x5) + 白馬(x14),70,3430
55557788,50,四同(x5) + 豪華四對子(x20),100,5000
55557888,51,四同(x5) + 白馬(x14),70,3570
55558888,52,四同(x5) + 雙子星(x50),250,13000
55566666,45,五同(x12) + 南瓜馬車(x40) + 中庸之道(x5),2400,108000
55566667,46,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,32200
55566668,47,四同(x5) + 白馬(x14),70,3290
55566677,47,三同(x3) + 三連順(x2) + 碰碰胡(x14) + 中庸之道(x5),420,19740
55566678,48,三同(x3) + 四連順(x3) + 雙三同(x11),99,4752
55566688,49,三同(x3) + 碰碰胡(x14),42,2058
55566777,48,三同(x3) + 三連順(x2) + 碰碰胡(x14) + 中庸之道(x5),420,20160
55566778,49,三同(x3) + 四連順(x3) + 平胡(x10),90,4410
55566788,50,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1350
55566888,51,三同(x3) + 碰碰胡(x14),42,2142
55567777,49,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,34300
55567778,50,三同(x3) + 四連順(x3) + 雙三同(x11),99,4950
55567788,51,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1377
55567888,52,三同(x3) + 四連順(x3) + 雙三同(x11),99,5148
55568888,53,四同(x5) + 白馬(x14),70,3710
55577777,50,五同(x12) + 南瓜馬車(x40) + 絕對秩序(x12),5760,288000
55577778,51,四同(x5) + 白馬(x14),70,3570
55577788,52,三同(x3) + 碰碰胡(x14),42,2184
55577888,53,三同(x3) + 碰碰胡(x14),42,2226
55578888,54,四同(x5) + 白馬(x14),70,3780
55588888,55,五同(x12) + 南瓜馬車(x40),480,26400
55666666,46,六同(x25) + 豪華四對子(x20) + 中庸之道(x5),2500,115000
55666667,47,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,16920
55666668,48,五同(x12) + 三對子(x3),36,1728
55666677,48,四同(x5) + 三連順(x2) + 豪華四對子(x20) + 中庸之道(x5),1000,48000
55666678,49,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2205
55666688,50,四同(x5) + 豪華四對子(x20),100,5000
55666777,49,三同(x3) + 三連順(x2) + 碰碰胡(x14) + 中庸之道(x5),420,20580
55666778,50,三同(x3) + 四連順(x3) + 三龍會(x10),90,4500
55666788,51,三同(x3) + 四連順(x3) + 三對子(x3),27,1377
55666888,52,三同(x3) + 碰碰胡(x14),42,2184
55667777,50,四同(x5) + 三連順(x2) + 豪華四對子(x20) + 中庸之道(x5),1000,50000
55667778,51,三同(x3) + 四連順(x3) + 三龍會(x10),90,4590
55667788,52,對子(x2) + 四連順(x3) + 雙四連順(x22),132,6864
55667888,53,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1431
55668888,54,四同(x5) + 豪華四對子(x20),100,5400
55677777,51,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,18360
55677778,52,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2340
55677788,53,三同(x3) + 四連順(x3) + 三對子(x3),27,1431
55677888,54,三同(x3) + 四連順(x3) + 順碰交響曲(x3),27,1458
55678888,55,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2475
55688888,56,五同(x12) + 三對子(x3),36,2016
55777777,52,六同(x25) + 豪華四對子(x20) + 絕對秩序(x12),6000,312000
55777778,53,五同(x12) + 三對子(x3),36,1908
55777788,54,四同(x5) + 豪華四對子(x20),100,5400
55777888,55,三同(x3) + 碰碰胡(x14),42,2310
55778888,56,四同(x5) + 豪華四對子(x20),100,5600
55788888,57,五同(x12) + 三對子(x3),36,2052
55888888,58,六同(x25) + 豪華四對子(x20),500,29000
56666666,47,七同(x60) + 白馬(x14) + 中庸之道(x5),4200,197400
56666667,48,六同(x25) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),2750,132000
56666668,49,六同(x25) + 雙三同(x11),275,13475
56666677,49,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,17640
56666678,50,五同(x12) + 四連順(x3) + 順碰交響曲(x3),108,5400
56666688,51,五同(x12) + 三對子(x3),36,1836
56666777,50,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,35000
56666778,51,四同(x5) + 四連順(x3) + 平胡(x10),150,7650
56666788,52,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2340
56666888,53,四同(x5) + 白馬(x14),70,3710
56667777,51,四同(x5) + 三連順(x2) + 白馬(x14) + 中庸之道(x5),700,35700
56667778,52,三同(x3) + 四連順(x3) + 雙三同(x11),99,5148
56667788,53,三同(x3) + 四連順(x3) + 三龍會(x10),90,4770
56667888,54,三同(x3) + 四連順(x3) + 雙三同(x11),99,5346
56668888,55,四同(x5) + 白馬(x14),70,3850
56677777,52,五同(x12) + 三連順(x2) + 順碰交響曲(x3) + 中庸之道(x5),360,18720
56677778,53,四同(x5) + 四連順(x3) + 平胡(x10),150,7950
56677788,54,三同(x3) + 四連順(x3) + 三龍會(x10),90,4860
56677888,55,三同(x3) + 四連順(x3) + 平胡(x10),90,4950
56678888,56,四同(x5) + 四連順(x3) + 順碰交響曲(x3),45,2520
56688888,57,五同(x12) + 三對子(x3),36,2052
56777777,53,六同(x25) + 三連順(x2) + 雙三同(x11) + 中庸之道(x5),2750,145750
